name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime
Movie749,PG-13,Drama,2015,8.3,233504,Director D,Writer C,Actor A,USA,30143972,329641731,Warner Bros,132
Movie750,PG-13,Sci-Fi,1990,7.5,1843586,Director C,Writer C,Actor C,USA,192269711,1152458835,Universal,125
Movie751,R,Comedy,2015,9.5,783890,Director A,Writer A,Actor D,USA,81785453,2798677254,Marvel,170
Movie752,R,Crime,2004,6,418807,Director B,Writer A,Actor A,USA,92861272,1736294986,Warner Bros,81
Movie753,PG-13,Action,2008,7.2,439016,Director B,Writer B,Actor C,USA,256764192,793393178,Paramount,123
Movie754,PG,Comedy,2010,5.2,776605,Director C,Writer C,Actor A,USA,118786270,1639588493,Disney,106
Movie755,PG-13,Action,1990,5.9,936295,Director C,Writer C,Actor C,USA,110599793,1330688620,Disney,174
Movie756,R,Sci-Fi,1998,7.1,1969325,Director A,Writer C,Actor A,USA,266459830,1229891008,Universal,90
Movie757,R,Animation,1995,5.2,239013,Director C,Writer B,Actor D,USA,285227279,1593572886,Universal,88
Movie758,PG,Drama,1987,5.3,886980,Director D,Writer B,Actor B,USA,239694196,422147708,Disney,174
Movie759,PG,Romance,2009,5.6,1184971,Director A,Writer A,Actor A,USA,109194372,168516094,Paramount,144
Movie760,PG,Drama,2004,7.1,1491525,Director A,Writer A,Actor B,USA,132309241,2460678922,Marvel,117
Movie761,PG,Animation,1995,8.2,614029,Director A,Writer C,Actor A,USA,125697389,655424763,Universal,98
Movie762,PG-13,Comedy,1984,5.2,1240808,Director A,Writer C,Actor A,USA,36613819,1364204210,Disney,89
Movie763,PG,Action,2011,7.2,1905051,Director B,Writer B,Actor A,USA,200489359,2258118064,Warner Bros,168
Movie764,R,Sci-Fi,1992,6,865182,Director D,Writer C,Actor A,USA,297498056,2554538395,Paramount,86
Movie765,PG-13,Romance,1990,8.2,631881,Director C,Writer A,Actor D,USA,196610411,214539627,Disney,152
Movie766,PG,Crime,1980,8.3,859639,Director D,Writer B,Actor D,USA,38744718,2136700245,Universal,141
Movie767,PG-13,Drama,1985,6.8,250491,Director D,Writer B,Actor B,USA,179800594,1621182951,Paramount,104
Movie768,PG-13,Drama,1994,9.2,1306997,Director B,Writer B,Actor A,USA,230349357,1590899562,Disney,170
Movie769,R,Comedy,1991,8.3,1460394,Director A,Writer B,Actor C,USA,217053003,1898298374,Disney,164
Movie770,PG-13,Animation,2014,6,912562,Director D,Writer C,Actor B,USA,168470787,1438263060,Disney,172
Movie771,PG,Sci-Fi,1989,7.4,1554120,Director D,Writer C,Actor A,USA,133333331,556761674,Universal,110
Movie772,G,Drama,2012,5.6,876419,Director B,Writer B,Actor D,USA,217069040,1460471581,Marvel,180
Movie773,G,Animation,1987,7.4,153835,Director A,Writer B,Actor B,USA,248233579,503899267,Warner Bros,141
Movie774,PG-13,Sci-Fi,1984,6.3,648522,Director A,Writer C,Actor A,USA,127332212,401959808,Disney,92
Movie775,R,Crime,2020,9.1,1843449,Director D,Writer B,Actor C,USA,255344078,2930933290,Paramount,85
Movie776,R,Comedy,2012,5.4,798202,Director A,Writer C,Actor A,USA,40965767,2900999403,Warner Bros,118
Movie777,PG-13,Drama,1997,5,880847,Director D,Writer A,Actor D,USA,41566814,2506540203,Paramount,122
Movie778,R,Romance,1991,6.3,1318121,Director C,Writer C,Actor A,USA,30552889,1480945235,Paramount,103
Movie779,G,Crime,2002,6.9,1229805,Director D,Writer B,Actor B,USA,217559615,2025480347,Universal,151
Movie780,G,Comedy,1989,8.1,1410040,Director D,Writer C,Actor D,USA,283374906,2168081758,Disney,172
Movie781,R,Drama,1996,7.6,1418442,Director C,Writer A,Actor D,USA,262464212,141755321,Paramount,127
Movie782,G,Crime,2023,5,1518441,Director D,Writer A,Actor B,USA,66119606,1655348287,Marvel,90
Movie783,G,Animation,1996,7.3,644899,Director A,Writer A,Actor D,USA,47358160,1740861842,Marvel,105
Movie784,R,Comedy,2017,8.4,1141477,Director C,Writer A,Actor C,USA,189190416,2398410140,Disney,151
Movie785,G,Comedy,2019,9.2,793711,Director B,Writer B,Actor B,USA,80636434,141881766,Warner Bros,106
Movie786,PG-13,Action,1981,7.3,499190,Director A,Writer A,Actor D,USA,106861710,666367546,Paramount,109
Movie787,PG-13,Romance,1983,7.6,1981036,Director C,Writer C,Actor D,USA,6280611,682829322,Warner Bros,165
Movie788,PG,Animation,1998,8,617746,Director A,Writer A,Actor A,USA,142787142,1120646192,Marvel,116
Movie789,G,Comedy,1981,7.3,1441627,Director C,Writer A,Actor A,USA,242441507,957118640,Disney,157
Movie790,PG-13,Comedy,2009,5.4,368243,Director A,Writer A,Actor C,USA,106177701,1531838430,Disney,179
Movie791,PG,Crime,2015,8.7,951622,Director B,Writer A,Actor C,USA,25881240,1353075501,Warner Bros,163
Movie792,PG,Action,1994,5.2,1447230,Director C,Writer B,Actor B,USA,147727021,389650985,Paramount,127
Movie793,G,Romance,1998,6,1605350,Director A,Writer B,Actor B,USA,161089012,198452802,Warner Bros,153
Movie794,PG,Romance,1983,9.4,1050718,Director D,Writer C,Actor C,USA,40155631,2252912953,Marvel,143
Movie795,R,Drama,1988,6.4,1094630,Director C,Writer B,Actor B,USA,145790440,2751520560,Paramount,119
Movie796,G,Comedy,1993,7.2,468153,Director A,Writer A,Actor D,USA,171031941,293755304,Warner Bros,128
Movie797,G,Comedy,1980,7.6,1018376,Director A,Writer C,Actor D,USA,83403720,718936764,Disney,93
Movie798,G,Animation,1983,5.7,307375,Director B,Writer A,Actor D,USA,21569021,1673372710,Warner Bros,155
Movie799,G,Action,2014,6.8,1802994,Director A,Writer C,Actor B,USA,192803473,2114832124,Universal,127
Movie800,R,Animation,1999,5.1,771054,Director C,Writer B,Actor C,USA,65026258,995474988,Universal,108
Movie801,PG,Action,1985,6.2,1774507,Director A,Writer B,Actor B,USA,45846490,1588418287,Universal,99
Movie802,PG,Animation,1996,5.7,378460,Director A,Writer B,Actor C,USA,149723045,859304467,Marvel,128
Movie803,G,Action,1994,5.5,1577021,Director C,Writer C,Actor A,USA,255892147,261642788,Disney,171
Movie804,PG,Romance,2001,6.2,1670172,Director A,Writer A,Actor A,USA,58866535,1273571947,Universal,171
Movie805,PG-13,Action,2000,7.1,1014490,Director A,Writer A,Actor A,USA,178760209,1979855003,Paramount,109
Movie806,G,Action,1999,6.3,349739,Director D,Writer C,Actor B,USA,121813746,2302518627,Universal,146
Movie807,G,Romance,1999,5.3,934904,Director B,Writer C,Actor D,USA,264621768,186275009,Paramount,140
Movie808,PG,Comedy,2010,7,1018380,Director B,Writer C,Actor B,USA,103566856,2449743780,Disney,140
Movie809,R,Animation,2010,5.8,559276,Director B,Writer B,Actor C,USA,10960693,171248741,Warner Bros,129
Movie810,PG-13,Drama,1990,6.6,1311904,Director B,Writer B,Actor D,USA,108690718,1806399806,Marvel,97
Movie811,R,Sci-Fi,2001,6.6,1295670,Director B,Writer A,Actor D,USA,215009194,2508718685,Disney,83
Movie812,G,Romance,2011,5.2,1377404,Director C,Writer C,Actor C,USA,264978738,2259112085,Warner Bros,124
Movie813,R,Romance,1997,6.3,935438,Director D,Writer A,Actor D,USA,79470158,2295028877,Warner Bros,143
Movie814,G,Crime,1996,8.3,1624830,Director D,Writer A,Actor B,USA,258992032,256348122,Marvel,137
Movie815,R,Romance,2008,6.8,1966850,Director D,Writer C,Actor D,USA,150434707,2383436894,Paramount,172
Movie816,R,Drama,2006,8.7,5271,Director C,Writer C,Actor A,USA,8064136,2673946806,Marvel,176
Movie817,R,Drama,1991,7.3,1830006,Director D,Writer C,Actor B,USA,272675085,274505100,Disney,164
Movie818,PG-13,Crime,1983,6.5,34461,Director B,Writer B,Actor A,USA,104456877,538545327,Disney,84
Movie819,PG,Romance,2019,9.1,336147,Director C,Writer A,Actor A,USA,171450059,1064013035,Paramount,166
Movie820,PG-13,Comedy,1983,6.6,1121786,Director D,Writer A,Actor D,USA,145167109,1655691325,Warner Bros,151
Movie821,PG,Sci-Fi,1985,7,613577,Director C,Writer C,Actor A,USA,278150669,2934847408,Universal,117
Movie822,G,Romance,1986,6.7,194087,Director D,Writer B,Actor D,USA,172225136,2124916769,Paramount,148
Movie823,R,Comedy,2023,7.8,1351186,Director C,Writer C,Actor A,USA,299732258,1205873081,Marvel,87
Movie824,R,Comedy,2019,6.1,1827783,Director C,Writer B,Actor C,USA,154574967,1816051726,Marvel,130
Movie825,PG,Comedy,1991,5.7,844931,Director A,Writer A,Actor C,USA,247072705,1626655201,Marvel,168
Movie826,G,Comedy,2012,8.5,775274,Director D,Writer A,Actor D,USA,261248141,503696677,Universal,138
Movie827,PG-13,Drama,1989,5.2,937877,Director C,Writer A,Actor C,USA,1970497,2902848906,Universal,180
Movie828,PG,Animation,1986,6.1,639786,Director D,Writer B,Actor D,USA,100358242,167169100,Universal,162
Movie829,R,Crime,1995,5.1,616985,Director A,Writer A,Actor D,USA,282072049,199686138,Paramount,143
Movie830,PG,Sci-Fi,1995,5.7,790348,Director C,Writer B,Actor C,USA,191181553,2932378642,Paramount,173
Movie831,R,Sci-Fi,2005,9.1,996850,Director A,Writer B,Actor D,USA,226120802,572601707,Warner Bros,139
Movie832,PG-13,Comedy,1981,5.6,250143,Director C,Writer A,Actor B,USA,32126703,1885223414,Disney,159
Movie833,PG,Sci-Fi,1991,5.2,168105,Director D,Writer B,Actor B,USA,290446244,289406029,Universal,126
Movie834,G,Action,2004,7.8,291595,Director A,Writer B,Actor C,USA,108401588,1530317733,Marvel,113
Movie835,R,Comedy,1998,7.8,1680553,Director D,Writer C,Actor A,USA,88521129,768907875,Warner Bros,89
Movie836,PG,Action,1990,5.2,1633606,Director B,Writer A,Actor B,USA,178749087,636506810,Warner Bros,103
Movie837,PG,Sci-Fi,2017,6.3,989176,Director D,Writer B,Actor A,USA,272819697,792499217,Warner Bros,139
Movie838,R,Sci-Fi,1987,9.3,802969,Director B,Writer A,Actor B,USA,163366080,2972838859,Paramount,83
Movie839,PG,Crime,2015,8.5,276608,Director B,Writer B,Actor D,USA,165525823,1996409297,Marvel,178
Movie840,G,Action,1981,7.8,66573,Director C,Writer C,Actor D,USA,26938939,2387705892,Universal,85
Movie841,PG,Action,1997,6.3,289944,Director D,Writer C,Actor B,USA,72852194,2065999885,Marvel,170
Movie842,PG,Drama,2015,8.8,1932217,Director A,Writer B,Actor C,USA,237597512,911813450,Universal,120
Movie843,R,Sci-Fi,2004,6.9,1291037,Director D,Writer A,Actor D,USA,264658574,230593634,Universal,100
Movie844,R,Drama,2002,9.2,995405,Director D,Writer A,Actor B,USA,81530676,2953731943,Marvel,133
Movie845,R,Drama,2002,7.9,128609,Director B,Writer C,Actor C,USA,9346927,378451110,Disney,85
Movie846,R,Sci-Fi,1983,7.1,1523834,Director A,Writer C,Actor B,USA,295705160,1560862333,Marvel,149
Movie847,PG-13,Action,2010,9.1,1875167,Director C,Writer A,Actor B,USA,160101580,60675540,Paramount,111
Movie848,G,Romance,1987,5.3,1219659,Director D,Writer A,Actor D,USA,9438241,1029605383,Disney,103
Movie849,PG-13,Comedy,1997,7.1,967078,Director A,Writer B,Actor B,USA,152351557,1561744318,Marvel,83
Movie850,G,Crime,1987,7.6,1903543,Director D,Writer A,Actor D,USA,30618895,648483648,Paramount,157
Movie851,PG-13,Comedy,1985,7,1387914,Director C,Writer C,Actor B,USA,140714282,2238806118,Marvel,158
Movie852,PG,Romance,1985,8.3,1373616,Director C,Writer A,Actor C,USA,257418395,1079258337,Paramount,177
Movie853,G,Animation,2015,7.7,183544,Director C,Writer C,Actor D,USA,12327494,1146884973,Universal,171
Movie854,PG-13,Drama,2018,6.9,1255609,Director B,Writer C,Actor A,USA,284649331,1819809122,Disney,93
Movie855,G,Drama,1990,8.4,693155,Director A,Writer A,Actor C,USA,165221505,1666259175,Disney,138
Movie856,R,Romance,1999,5.4,987217,Director B,Writer C,Actor C,USA,290010194,2520517495,Warner Bros,150
Movie857,PG-13,Crime,2001,6.5,1655233,Director A,Writer A,Actor D,USA,125059195,970548323,Warner Bros,131
Movie858,PG-13,Sci-Fi,2022,7.3,1569839,Director C,Writer B,Actor B,USA,184181111,2972138802,Paramount,149
Movie859,G,Action,2014,8.9,713376,Director A,Writer B,Actor C,USA,220725552,2819429276,Universal,133
Movie860,R,Comedy,2021,7.3,174582,Director B,Writer C,Actor B,USA,250055719,181613887,Universal,88
Movie861,R,Animation,1999,9.5,1514121,Director C,Writer A,Actor B,USA,170127468,947484343,Paramount,138
Movie862,PG,Animation,1996,8,335322,Director B,Writer A,Actor A,USA,69122618,2471882152,Universal,170
Movie863,G,Romance,2012,6.7,1481934,Director B,Writer A,Actor B,USA,204929573,1591943842,Disney,138
Movie864,PG-13,Crime,1986,6.8,180012,Director B,Writer A,Actor A,USA,269210627,1917494224,Universal,169
Movie865,PG,Action,2011,8.8,418720,Director B,Writer A,Actor C,USA,130419464,130572032,Paramount,168
Movie866,G,Sci-Fi,2022,6.5,96063,Director D,Writer A,Actor B,USA,112954154,2733039063,Warner Bros,104
Movie867,R,Sci-Fi,1990,6.6,496789,Director B,Writer C,Actor C,USA,93163265,551101803,Paramount,96
Movie868,R,Romance,2010,5,949111,Director D,Writer C,Actor C,USA,132334125,186683620,Disney,96
Movie869,G,Drama,1996,6.8,667290,Director A,Writer B,Actor C,USA,152986300,1682859546,Paramount,146
Movie870,G,Comedy,2008,8.8,1762636,Director D,Writer B,Actor A,USA,159547624,2034801747,Paramount,151
Movie871,PG-13,Crime,2013,8.5,1906850,Director A,Writer B,Actor C,USA,9589489,2403517871,Marvel,163
Movie872,R,Animation,1994,7.4,829687,Director D,Writer B,Actor C,USA,152837766,2740406240,Marvel,135
Movie873,PG,Sci-Fi,1997,5.4,1334253,Director B,Writer A,Actor C,USA,198055043,2148844435,Warner Bros,106
Movie874,PG-13,Action,1981,5.5,1754324,Director A,Writer A,Actor B,USA,281723779,270994564,Warner Bros,154
Movie875,G,Action,1996,8.4,147181,Director D,Writer B,Actor C,USA,83335194,2792046604,Marvel,168
Movie876,R,Romance,1994,7.4,1724757,Director C,Writer A,Actor D,USA,63860332,2763468369,Warner Bros,110
Movie877,PG,Drama,2015,8.7,1540421,Director C,Writer B,Actor C,USA,277386019,58741407,Paramount,138
Movie878,G,Sci-Fi,2005,9.1,1487679,Director D,Writer B,Actor A,USA,174130274,2896491258,Universal,149
Movie879,PG,Sci-Fi,2012,8.7,1852897,Director C,Writer C,Actor A,USA,138891600,993911318,Warner Bros,174
Movie880,PG-13,Crime,1981,9.3,1022409,Director A,Writer A,Actor D,USA,62415465,2493370602,Disney,156
Movie881,G,Romance,2010,5.9,1093392,Director C,Writer A,Actor A,USA,119823069,2801799000,Marvel,92
Movie882,G,Sci-Fi,2018,5,176966,Director C,Writer A,Actor A,USA,291649174,149422532,Marvel,137
Movie883,R,Drama,1993,6.6,920057,Director B,Writer A,Actor A,USA,133482560,388346862,Paramount,179
Movie884,G,Sci-Fi,1984,7.1,1557491,Director C,Writer A,Actor C,USA,98536003,241602049,Disney,82
Movie885,R,Drama,2019,6.2,1731586,Director A,Writer A,Actor D,USA,298713429,2746430486,Disney,110
Movie886,G,Sci-Fi,2020,7.8,652485,Director A,Writer A,Actor A,USA,175602856,2201200542,Warner Bros,81
Movie887,PG,Drama,1984,5.1,1394908,Director A,Writer C,Actor B,USA,29443891,1868626796,Warner Bros,128
Movie888,G,Animation,2006,7.3,840121,Director D,Writer C,Actor A,USA,103934000,1064255360,Universal,134
Movie889,R,Animation,2010,9.5,458541,Director D,Writer B,Actor C,USA,146094542,778617989,Marvel,158
Movie890,R,Drama,1980,7.8,35763,Director B,Writer C,Actor D,USA,263790127,1111392585,Paramount,97
Movie891,G,Animation,2017,7.4,1005756,Director D,Writer A,Actor B,USA,282366176,1207586137,Disney,85
Movie892,R,Comedy,2003,8.3,1131331,Director C,Writer A,Actor C,USA,273878602,2189400332,Marvel,176
Movie893,PG,Crime,1994,5.7,1212065,Director C,Writer B,Actor D,USA,112644767,660668355,Paramount,139
Movie894,R,Sci-Fi,1990,9.1,803918,Director A,Writer C,Actor D,USA,118694952,2134189525,Marvel,155
Movie895,R,Comedy,2010,6.8,227855,Director B,Writer C,Actor D,USA,25151285,1867709873,Paramount,88
Movie896,R,Romance,1986,5.2,1277533,Director A,Writer C,Actor C,USA,268353303,1097164765,Disney,168
Movie897,PG,Crime,2007,9,1551205,Director C,Writer A,Actor D,USA,99677410,455640196,Marvel,85
Movie898,G,Drama,1998,8.6,178225,Director B,Writer B,Actor A,USA,195974086,2462731741,Universal,112
Movie899,R,Comedy,2016,9,877698,Director A,Writer A,Actor D,USA,267037707,1888784897,Universal,148
Movie900,R,Animation,2009,6.6,1750080,Director D,Writer C,Actor A,USA,162778556,1621165765,Paramount,115
Movie901,R,Comedy,1995,9.3,658582,Director B,Writer A,Actor B,USA,55072882,1005695426,Universal,107
Movie902,PG,Drama,2018,7.6,1569332,Director D,Writer B,Actor C,USA,65688341,588673222,Universal,170
Movie903,PG-13,Drama,2005,6.3,672532,Director B,Writer C,Actor D,USA,74160640,2675043124,Marvel,171
Movie904,G,Comedy,2006,8.4,281647,Director A,Writer C,Actor B,USA,139420966,958278725,Disney,124
Movie905,PG,Comedy,2000,9.4,962874,Director C,Writer C,Actor B,USA,178559653,1770274396,Warner Bros,143
Movie906,PG-13,Animation,2010,7.8,1491362,Director A,Writer C,Actor B,USA,113695318,1400559474,Disney,174
Movie907,G,Animation,2006,7.5,146833,Director B,Writer A,Actor D,USA,139571148,2487780679,Universal,154
Movie908,PG-13,Romance,1994,5.6,1216833,Director C,Writer B,Actor D,USA,38084332,2859788707,Universal,112
Movie909,PG,Action,1982,6.2,323646,Director A,Writer B,Actor D,USA,205972139,1071439342,Paramount,141
Movie910,PG,Comedy,1986,6,1781876,Director D,Writer A,Actor B,USA,164899407,489261330,Universal,117
Movie911,PG,Comedy,1989,9,300189,Director D,Writer C,Actor D,USA,59774129,585691035,Disney,118
Movie912,G,Action,2001,6.3,1119557,Director A,Writer B,Actor A,USA,44495445,1767277030,Warner Bros,140
Movie913,PG-13,Action,2015,7.6,976272,Director C,Writer B,Actor A,USA,114541776,41964403,Universal,99
Movie914,PG-13,Action,1981,9.4,845570,Director C,Writer C,Actor B,USA,208227671,2486971062,Paramount,166
Movie915,PG-13,Drama,2019,6.1,746118,Director B,Writer B,Actor A,USA,104081236,1311876262,Disney,166
Movie916,PG,Sci-Fi,1992,6.2,44161,Director C,Writer A,Actor A,USA,174230424,153024863,Universal,102
Movie917,R,Sci-Fi,2006,8.4,495248,Director C,Writer C,Actor D,USA,108870780,391367939,Universal,89
Movie918,R,Comedy,1992,5.4,648878,Director B,Writer B,Actor C,USA,90347667,2086390010,Warner Bros,111
Movie919,R,Animation,1991,6.9,118437,Director D,Writer B,Actor B,USA,107302976,2732743726,Universal,127
Movie920,R,Crime,2007,7.1,1962304,Director C,Writer B,Actor C,USA,14601297,534239309,Warner Bros,80
Movie921,R,Sci-Fi,1999,6.8,1839308,Director C,Writer B,Actor A,USA,237476881,2628489173,Warner Bros,106
Movie922,G,Comedy,2017,7.1,271414,Director C,Writer C,Actor B,USA,117693633,2790522923,Marvel,151
Movie923,PG,Action,1998,7.3,1950302,Director A,Writer A,Actor D,USA,295426790,1042588410,Marvel,90
Movie924,G,Crime,1998,6,700661,Director D,Writer C,Actor D,USA,187680687,2675239855,Marvel,113
Movie925,PG,Comedy,1997,8.2,1506126,Director C,Writer B,Actor D,USA,75219068,2305209027,Paramount,123
Movie926,PG,Sci-Fi,1996,7.9,648558,Director C,Writer B,Actor B,USA,39174272,1536336744,Paramount,108
Movie927,PG,Animation,2007,8,639156,Director A,Writer A,Actor A,USA,275984944,1614984466,Warner Bros,130
Movie928,R,Romance,2009,6,1217614,Director B,Writer C,Actor D,USA,177336517,2782356036,Universal,138
Movie929,PG-13,Drama,2008,5.5,1112845,Director D,Writer C,Actor A,USA,27192844,1108200232,Disney,117
Movie930,G,Drama,2010,5.3,1747992,Director D,Writer A,Actor D,USA,183040534,984687350,Universal,102
Movie931,R,Romance,2013,7.3,826592,Director B,Writer B,Actor B,USA,142915898,1115874523,Disney,160
Movie932,PG-13,Animation,2021,9.5,1329158,Director A,Writer C,Actor C,USA,219410866,2252179673,Universal,173
Movie933,PG-13,Comedy,2014,8.9,1363580,Director C,Writer B,Actor C,USA,290966528,2364348650,Warner Bros,82
Movie934,PG,Sci-Fi,1986,6.4,1962871,Director A,Writer A,Actor B,USA,66260216,2959204482,Marvel,154
Movie935,PG-13,Sci-Fi,2009,9.2,1978695,Director D,Writer C,Actor C,USA,48998164,2662410696,Marvel,101
Movie936,G,Comedy,2013,5.3,800091,Director B,Writer A,Actor C,USA,43229509,2330650554,Universal,135
Movie937,R,Crime,1998,5.6,1322973,Director D,Writer B,Actor B,USA,53282438,1232962780,Universal,154
Movie938,R,Romance,1989,7.3,1233026,Director D,Writer B,Actor B,USA,253433625,1559299916,Disney,155
Movie939,PG,Drama,2015,7.9,554591,Director D,Writer C,Actor D,USA,275555502,2457512095,Warner Bros,156
Movie940,G,Action,2021,6.1,794395,Director A,Writer B,Actor B,USA,155904424,1964877877,Warner Bros,93
Movie941,PG-13,Comedy,2016,9.1,731657,Director A,Writer B,Actor A,USA,226834585,2163418108,Marvel,135
Movie942,PG-13,Drama,1989,7.5,1783915,Director D,Writer A,Actor B,USA,115586323,960563679,Warner Bros,147
Movie943,PG-13,Sci-Fi,1981,6.9,636210,Director B,Writer C,Actor D,USA,12839676,2906667262,Marvel,126
Movie944,G,Comedy,1991,5.2,1411310,Director B,Writer A,Actor D,USA,60239943,1542212621,Warner Bros,112
Movie945,R,Romance,1986,9.4,1461860,Director D,Writer B,Actor B,USA,202309463,2480166790,Warner Bros,144
Movie946,R,Romance,2013,6.1,1870815,Director A,Writer B,Actor C,USA,63259827,1232200957,Disney,83
Movie947,PG,Action,1986,7.5,1156787,Director B,Writer C,Actor B,USA,221588310,2415615787,Marvel,90
Movie948,PG,Sci-Fi,2023,6.2,1970403,Director D,Writer C,Actor B,USA,288443118,2968898670,Marvel,106
Movie949,PG,Animation,2006,7,1933906,Director D,Writer C,Actor B,USA,190561128,1540102274,Paramount,128
Movie950,PG-13,Comedy,2020,5.5,959174,Director B,Writer C,Actor A,USA,39514618,1309058866,Warner Bros,122
Movie951,G,Romance,1986,9.4,918155,Director C,Writer C,Actor D,USA,241729312,1438575473,Disney,164
Movie952,G,Comedy,2015,5.3,262662,Director A,Writer A,Actor A,USA,67476658,1993180220,Marvel,148
Movie953,G,Drama,1985,6.6,1163684,Director C,Writer B,Actor A,USA,186604474,1299405525,Marvel,113
Movie954,R,Crime,2000,5.7,1695991,Director D,Writer A,Actor C,USA,291815010,486441467,Warner Bros,139
Movie955,PG-13,Crime,2010,5.5,404278,Director D,Writer A,Actor D,USA,73816725,1605026038,Universal,111
Movie956,PG-13,Crime,2004,7.8,1562671,Director C,Writer B,Actor B,USA,267919555,2632384339,Warner Bros,117
Movie957,R,Animation,1997,6,934430,Director D,Writer B,Actor A,USA,276659722,2366529076,Paramount,102
Movie958,R,Crime,1985,8,950859,Director B,Writer B,Actor A,USA,198432080,2400651197,Marvel,83
Movie959,PG-13,Romance,1994,6.7,637150,Director B,Writer B,Actor C,USA,213564541,2103499339,Marvel,164
Movie960,PG-13,Drama,2000,6.3,196748,Director B,Writer B,Actor D,USA,136624658,1699607495,Paramount,124
Movie961,G,Action,1995,8.5,244372,Director C,Writer A,Actor D,USA,106425496,1397575018,Disney,111
Movie962,R,Crime,1994,5.7,1668052,Director A,Writer C,Actor B,USA,74946097,425965035,Warner Bros,141
Movie963,PG-13,Drama,2001,5.3,1118617,Director D,Writer B,Actor C,USA,57428034,1216935158,Marvel,130
Movie964,PG,Crime,2010,5.4,1446883,Director A,Writer C,Actor C,USA,166256278,1688485158,Universal,157
Movie965,PG,Comedy,1995,6.8,181060,Director C,Writer C,Actor A,USA,184499373,2932067599,Warner Bros,97
Movie966,PG-13,Animation,1988,6.8,1886569,Director D,Writer B,Actor D,USA,51480040,2856779610,Warner Bros,111
Movie967,PG,Action,1988,8.7,1396077,Director B,Writer A,Actor B,USA,174738419,2693468975,Marvel,138
Movie968,PG,Animation,2020,9.4,1005364,Director D,Writer B,Actor D,USA,189691149,469595812,Disney,113
Movie969,PG,Romance,2010,6.5,874319,Director D,Writer C,Actor D,USA,35546445,1273344339,Universal,112
Movie970,PG-13,Romance,1995,9.2,444529,Director D,Writer C,Actor B,USA,102432759,2510683873,Universal,132
Movie971,G,Action,1994,8.6,665797,Director D,Writer C,Actor A,USA,151515151,182454116,Paramount,152
Movie972,PG,Romance,2000,5.8,1894729,Director D,Writer A,Actor B,USA,151071611,2783095893,Marvel,111
Movie973,PG,Romance,2012,5.7,1307292,Director C,Writer B,Actor C,USA,37237633,20258782,Paramount,106
Movie974,G,Sci-Fi,1985,9.4,1087667,Director D,Writer C,Actor C,USA,32467111,238079917,Universal,133
Movie975,PG-13,Comedy,1990,7.5,1976138,Director D,Writer B,Actor A,USA,298372058,2684582257,Paramount,157
Movie976,R,Romance,2019,6.4,191013,Director B,Writer A,Actor A,USA,187756102,621630687,Disney,176
Movie977,PG-13,Animation,2012,7.9,840571,Director A,Writer B,Actor B,USA,254381071,2566501525,Disney,165
Movie978,PG-13,Animation,2015,8.6,790179,Director C,Writer C,Actor A,USA,250406521,1002173737,Paramount,130
Movie979,PG-13,Crime,1997,7.3,505342,Director C,Writer B,Actor B,USA,76144091,1221634409,Marvel,141
Movie980,PG-13,Romance,2020,8,1342369,Director D,Writer C,Actor C,USA,259110883,1256297674,Paramount,93
Movie981,PG-13,Action,1999,6.9,1161371,Director C,Writer A,Actor D,USA,222743610,1303681360,Disney,149
Movie982,R,Action,1981,5.7,1071909,Director B,Writer B,Actor D,USA,155154310,1865236206,Disney,114
Movie983,R,Crime,2002,6.2,335091,Director B,Writer A,Actor B,USA,190171420,1216032936,Disney,169
Movie984,PG-13,Crime,1995,8.1,1892670,Director C,Writer B,Actor D,USA,79367024,2670464072,Universal,96
Movie985,G,Drama,2008,8.9,1426163,Director D,Writer B,Actor C,USA,137277658,360855516,Universal,129
Movie986,PG,Romance,2012,7.1,392931,Director D,Writer A,Actor B,USA,113898623,851161393,Warner Bros,178
Movie987,R,Romance,1999,8.6,866672,Director C,Writer C,Actor B,USA,22148284,1170144977,Warner Bros,180
Movie988,PG,Action,1984,9.1,1871350,Director C,Writer A,Actor C,USA,194399966,848171722,Paramount,162
Movie989,R,Action,1995,6.8,1732347,Director A,Writer C,Actor D,USA,16668283,892557467,Warner Bros,104
Movie990,PG,Animation,2011,5.8,662228,Director D,Writer B,Actor C,USA,293869477,1514875535,Marvel,95
Movie991,G,Sci-Fi,1989,9,506871,Director C,Writer C,Actor B,USA,253839740,1137380482,Disney,123
Movie992,G,Crime,1993,6.9,222119,Director B,Writer A,Actor B,USA,60783660,1522876730,Warner Bros,113
Movie993,PG-13,Crime,1988,5.3,1580088,Director B,Writer A,Actor B,USA,105955758,68736832,Disney,126
Movie994,PG-13,Sci-Fi,2006,8.7,1320020,Director B,Writer C,Actor A,USA,183359348,2796444267,Marvel,146
Movie995,R,Action,2011,5.4,804597,Director B,Writer B,Actor C,USA,94655496,2466527775,Universal,116
Movie996,R,Crime,1997,6.9,1119629,Director A,Writer C,Actor B,USA,228205737,182468135,Marvel,81
Movie997,PG-13,Sci-Fi,2017,8.1,315089,Director B,Writer B,Actor A,USA,254657664,1204794055,Universal,101
Movie998,R,Drama,1980,5.1,1560848,Director A,Writer A,Actor D,USA,231738581,1633458866,Warner Bros,100
Movie999,R,Action,2001,6.5,1608780,Director D,Writer B,Actor A,USA,285261057,600684599,Paramount,137
